case,image,classic_ok,gnn_ok,same_success,classic_RA,classic_Dec,classic_Roll,classic_FOV,classic_distortion,classic_RMSE,classic_Matches,classic_Prob,classic_T_extract_ms,classic_T_solve_ms,classic_T_total_ms,classic_wall_ms,classic_centroids_extracted,classic_centroids_used,classic_observed_tetrads_possible,classic_observed_tetrads_tested,classic_hash_code_combinations,classic_hash_indices_queried,classic_hash_table_entries_raw,classic_hash_table_entries_after_fov,classic_catalog_candidates_tested,classic_edge_ratio_valid_candidates,classic_full_geometric_checks,classic_solution_tetrad_number,classic_solution_hash_query_number,classic_solution_geometric_check_number,classic_error,gnn_RA,gnn_Dec,gnn_Roll,gnn_FOV,gnn_distortion,gnn_RMSE,gnn_Matches,gnn_Prob,gnn_model,gnn_anchor_attempts,gnn_anchor_hypotheses_max,gnn_sep_rejections,gnn_min_sep_skips,gnn_invalid_pair_skips,gnn_verification_rejections,gnn_anchor_indices,gnn_anchor_star_ids,gnn_anchor_ranks,gnn_anchor_confidences,gnn_anchor_coarse_fov,gnn_T_extract_ms,gnn_T_solve_ms,gnn_T_load_ms,gnn_T_inference_ms,gnn_T_hypothesis_search_ms,gnn_T_attitude_ms,gnn_T_total_no_load_ms,gnn_wall_ms,gnn_error,delta_RA_deg,delta_Dec_deg,delta_Roll_deg,pointing_sep_deg
Observation_23_March_2026/imgObs_113_Test_constellations_Exposure_1430ms_img4_212708,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_113_Test_constellations_Exposure_1430ms_img4_212708/img_4_tiff_2026_03_23_21_27_08_851331_828414.tiff,True,True,True,111.69488976740533,28.578667771044728,312.5996806124624,16.961835469450612,0.007866307607194494,21.2325002535638,22,6.296214782227928e-37,38.914567907340825,45.25247297715396,84.16704088449478,87.64780091587454,71,30,70,4,154,136,2007,2007,2007,62,61,4,136,61,,111.69375851861963,28.579197001203113,312.60202801400726,16.96165567471783,0.0073624520711447275,21.363716262992043,22,2.1990011764181757e-41,1438152_20260612_005826,1,216,31,0,0,0,5;0,590;22,2;2,0.20801465213298798;0.03288406506180763,16.949218595746554,40.91773496475071,56.34758493397385,0.3591749118641019,29.74203508347273,26.02857700549066,0.0005599576979875565,96.90614498686045,98.26474695000798,,0.0011312487856969256,0.000529230158385019,0.0023474015448528007,0.0011255932996642806
Observation_23_March_2026/imgObs_114_Test_constellations_Exposure_1430ms_img4_213038,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_114_Test_constellations_Exposure_1430ms_img4_213038/img_4_tiff_2026_03_23_21_30_38_682543_960847.tiff,True,True,True,176.26769100070578,50.504553701613595,98.39891020042107,16.96651724928938,0.007669609389955081,20.0698302925835,25,1.1616603334566845e-45,38.5370320873335,57.991015957668424,96.52804804500192,100.31797306146473,50,30,70,1,288,115,1412,1412,1412,98,97,1,115,97,,176.26606606408188,50.50644074689944,98.4003780114258,16.966935974414127,0.007673246702326063,18.678182468728384,24,3.877129276592492e-47,1438152_20260612_005826,1,216,0,0,0,0,4;7,1093;1892,1;1,0.6656526327133179;0.5712522268295288,17.047292070995308,41.47136805113405,32.06461702939123,0.3487460780888796,30.10764007922262,1.4007140416651964,0.0005400506779551506,73.1872390024364,74.45021497551352,,0.0016249366238980656,0.0018870452858479325,0.0014678110047299242,0.002151509588680424
Observation_23_March_2026/imgObs_115_Test_constellations_Exposure_1430ms_img4_213523,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_115_Test_constellations_Exposure_1430ms_img4_213523/img_4_tiff_2026_03_23_21_35_23_549777_887890.tiff,False,False,True,,,,,,,,,49.73193199839443,24581.2137509929,24630.945682991296,24634.55354096368,170,30,70,20,14043,14043,163980,163980,163980,44159,44159,,,,,,,,,,,,,1438152_20260612_005826,5,216,211,0,0,5,,,,,,45.15511495992541,201.68568508233875,0.34895597491413355,29.74324394017458,171.3819570140913,,246.49184406735003,247.953646001406,,,,,
Observation_23_March_2026/imgObs_116_Test_constellations_Exposure_1430ms_img4_214020,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_116_Test_constellations_Exposure_1430ms_img4_214020/img_4_tiff_2026_03_23_21_40_20_995568_706494.tiff,False,False,True,,,,,,,,,38.81601803004742,520.3639490064234,559.1799670364708,580.5529800709337,61,30,70,70,2654,2654,29180,29180,29180,637,637,,,,,,,,,,,,,1438152_20260612_005826,0,216,216,0,0,0,,,,,,41.57798702362925,201.37535803951323,0.3539749886840582,29.79346294887364,171.02393100503832,,242.59937007445842,243.96793404594064,,,,,
Observation_23_March_2026/imgObs_117_Test_constellations_Exposure_33ms_img1_214537,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_117_Test_constellations_Exposure_33ms_img1_214537/img_1_tiff_2026_03_23_21_45_37_238938_125787.tiff,False,True,False,,,,,,,,,38.14376599621028,120.86772499606013,159.0114909922704,162.86967601627111,6,6,15,15,379,379,6756,6756,6756,156,156,,,,,136.5571036208358,37.81971928651317,141.1105067216216,16.993154215225868,0.007420481928272812,20.41075486517981,5,9.318608925611922e-07,1438152_20260612_005826,1,216,0,0,0,0,5;4,2132;887,1;1,0.9515828490257263;0.9414919018745422,17.101962967332984,37.938878987915814,19.613662036135793,0.36065594758838415,17.67814496997744,1.3604039559140801,0.0005799811333417892,57.19188507646322,58.553389040753245,,,,,
Observation_23_March_2026/imgObs_118_Test_constellations_Exposure_33ms_img1_214751,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_118_Test_constellations_Exposure_33ms_img1_214751/img_1_tiff_2026_03_23_21_47_51_216687_494603.tiff,False,True,False,,,,,,,,,38.573571015149355,430.90246990323067,469.47604091838,473.3276260085404,5,5,5,5,760,760,9736,9736,9736,817,817,,,,,161.5224104967993,16.139565537317218,205.40683167288526,16.958380828998244,0.005732030924416621,23.79432026357743,4,0.0005394602024728812,1438152_20260612_005826,1,216,29,0,0,0,1;3,96;775,1;3,0.15117259323596954;0.10131677240133286,16.842343266145594,38.38864399585873,36.28632798790932,0.3511859104037285,11.525655980221927,24.204757995903492,0.0005799811333417892,74.32378607336432,75.6606999784708,,,,,
Observation_23_March_2026/imgObs_119_Test_constellations_Exposure_33ms_img2_214537,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_119_Test_constellations_Exposure_33ms_img2_214537/img_2_tiff_2026_03_23_21_45_37_453494_276107.tiff,False,True,False,,,,,,,,,37.90963895153254,62.6196920638904,100.52933101542294,127.34726897906512,5,5,5,5,139,139,2256,2256,2256,97,97,,,,,136.56676745551877,37.82104388524497,141.0798341285502,16.93055741395314,0.009745059307203024,10.140111675117701,4,0.0005394602024728812,1438152_20260612_005826,1,216,0,0,0,0,1;4,407;1164,1;1,0.8725461959838867;0.8651039004325867,17.01748410084365,39.288782980293036,13.447063975036144,0.35026599653065205,11.53102598618716,1.357075059786439,0.0005700858309864998,52.38558095879853,53.738984977826476,,,,,
Observation_23_March_2026/imgObs_120_Test_constellations_Exposure_33ms_img2_214751,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_120_Test_constellations_Exposure_33ms_img2_214751/img_2_tiff_2026_03_23_21_47_51_465957_483466.tiff,False,False,True,,,,,,,,,38.218845962546766,7.8006499679759145,46.01949593052268,49.790280987508595,5,5,5,5,48,48,710,710,710,2,2,,,,,,,,,,,,,1438152_20260612_005826,4,216,212,0,0,4,,,,,,37.832490052096546,182.67124600242823,0.3497259458526969,11.528325965628028,170.58715596795082,,220.15401010867208,221.48334502708167,,,,,
Observation_23_March_2026/imgObs_121_Test_constellations_Exposure_33ms_img3_214537,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_121_Test_constellations_Exposure_33ms_img3_214537/img_3_tiff_2026_03_23_21_45_37_670399_146735.tiff,False,False,True,,,,,,,,,38.0769680486992,0.31998706981539726,38.3969551185146,42.09283005911857,3,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1438152_20260612_005826,4,108,92,0,12,4,,,,,,40.39505997207016,82.86601700820029,0.35671598743647337,6.644282955676317,75.65389096271247,,122.90436099283397,124.23094501718879,,,,,
Observation_23_March_2026/imgObs_122_Test_constellations_Exposure_33ms_img3_214751,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_122_Test_constellations_Exposure_33ms_img3_214751/img_3_tiff_2026_03_23_21_47_51_659200_718769.tiff,True,True,True,161.53824100185508,16.15663162797328,205.47814225336924,16.977007145347365,0.005236240727484082,30.350037579725058,6,1.201121846233834e-05,38.035577978007495,79.43772594444454,117.47330392245203,121.16779095958918,6,6,15,1,228,104,2155,2155,2155,154,148,1,104,148,,161.5341395087856,16.152594193256295,205.47439487666043,16.975366077186,0.0052867977369569375,22.864194406435125,6,4.195009929370857e-10,1438152_20260612_005826,1,216,0,0,0,0,1;5,96;775,1;1,0.31094416975975037;0.2714962959289551,16.852903008006894,38.49810198880732,19.61128192488104,0.3528760280460119,17.68671500030905,1.362934010103345,0.0005399342626333237,57.75650788564235,59.07938303425908,,0.004101493069498474,0.004037434716984478,0.003747376708815864,0.0056409998805631596
Observation_23_March_2026/imgObs_123_Test_constellations_Exposure_33ms_img4_214537,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_123_Test_constellations_Exposure_33ms_img4_214537/img_4_tiff_2026_03_23_21_45_37_887233_436075.tiff,False,True,False,,,,,,,,,37.89467900060117,64.12253389135003,102.0172128919512,105.61976197641343,5,5,5,5,139,139,2256,2256,2256,100,100,,,,,136.56827821320857,37.8172742481398,141.1340296145226,16.935087435696197,0.00826719821540135,15.961413015799874,4,0.0005394602024728812,1438152_20260612_005826,1,216,0,0,0,0,4;1,887;407,1;1,0.958227276802063;0.7664578557014465,16.99022006290157,37.75926097296178,13.42090405523777,0.3613659646362066,11.495537008158863,1.3507349649444222,0.0005699694156646729,50.81879906356335,52.117554005235434,,,,,
Observation_23_March_2026/imgObs_124_Test_constellations_Exposure_33ms_img4_214751,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_124_Test_constellations_Exposure_33ms_img4_214751/img_4_tiff_2026_03_23_21_47_51_875956_948441.tiff,True,True,True,161.54248233635082,16.15974844003969,205.48714319867926,16.97768799330224,0.004716306160503771,26.02960299832856,6,1.201121846233834e-05,37.852279958315194,109.76686398498714,147.61914394330233,151.1191229801625,6,6,15,2,372,248,4515,4515,4515,188,181,2,248,181,,161.53889548753418,16.15592067357784,205.4837675496949,16.978390117873516,0.004694502633559266,18.482541974603418,6,4.195009929370857e-10,1438152_20260612_005826,4,216,24,0,0,3,1;4,96;238,1;1,0.14047913253307343;0.12829694151878357,16.977884002572903,37.945369025692344,40.21859203930944,0.3644960233941674,17.688143998384476,21.951065049506724,0.0005600741133093834,77.79946504160762,79.13421001285315,,0.0035868488166386214,0.003827766461849791,0.0033756489843597137,0.005149849543643029
Observation_23_March_2026/imgObs_125_Test_constellations_Exposure_500ms_img1_215247,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_125_Test_constellations_Exposure_500ms_img1_215247/img_1_tiff_2026_03_23_21_52_47_314719_691466.tiff,True,True,True,115.64434158678478,27.698279066810688,122.86171838080487,16.957143978353916,0.008812878252901873,35.372951580406436,23,9.01983432580994e-40,38.27263507992029,2.249774057418108,40.5224091373384,44.11520704161376,40,30,70,1,6,4,83,83,83,1,1,1,4,1,,115.6467177088665,27.691334347336866,122.85706335721449,16.95722882400946,0.008809180893485634,23.93929605857735,23,3.1502461367009757e-44,1438152_20260612_005826,1,216,0,0,0,0,5;4,590;535,1;1,0.9905915260314941;0.9866774082183838,17.067131445815097,39.76475796662271,31.688331975601614,0.354976044036448,29.73046398255974,1.396113890223205,0.0005499459803104401,71.09811389818788,72.4664879962802,,0.0023761220817277717,0.006944719473821692,0.004655023590387941,0.007256413640299722
Observation_23_March_2026/imgObs_126_Test_constellations_Exposure_500ms_img1_215425,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_126_Test_constellations_Exposure_500ms_img1_215425/img_1_tiff_2026_03_23_21_54_25_943772_986251.tiff,True,False,False,114.07537044112246,40.6364600852484,90.22893434945031,16.958877865898483,0.008601382798454911,29.840707036178294,22,6.296214782227928e-37,39.23180396668613,537.8030269639567,577.0348309306428,580.7241869624704,57,30,70,2,612,321,6754,6754,6754,1051,1051,2,321,1051,,,,,,,,,,1438152_20260612_005826,4,216,212,0,0,4,,,,,,39.922225987538695,200.14891296159476,0.35164598375558853,29.76250392384827,169.8273749789223,,239.71949296537787,241.05514702387154,,,,,
Observation_23_March_2026/imgObs_127_Test_constellations_Exposure_500ms_img2_215248,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_127_Test_constellations_Exposure_500ms_img2_215248/img_2_tiff_2026_03_23_21_52_48_409854_989960.tiff,True,True,True,115.64847591125664,27.70606972342317,122.89140908628961,16.956643853965186,0.008864117158090797,29.756662075452205,25,1.1616603334566845e-45,38.23452501092106,4.99033194500953,43.22485695593059,47.07704298198223,45,30,70,1,32,30,552,552,552,1,1,1,30,1,,115.65050943949421,27.70089261238369,122.8897613622425,16.957177603794886,0.008827203163043116,22.313855303681038,25,4.057187577336216e-50,1438152_20260612_005826,1,216,0,0,0,0,5;3,590;535,1;1,0.9900559782981873;0.9508455395698547,17.065807867902013,40.727906045503914,31.69618092942983,0.35421596840023994,29.75181397050619,1.3824640773236752,0.0005799811333417892,72.0698710065335,73.391466983594,,0.0020335282375754105,0.005177111039479598,0.0016477240471175492,0.005481238380842968
Observation_23_March_2026/imgObs_128_Test_constellations_Exposure_500ms_img2_215427,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_128_Test_constellations_Exposure_500ms_img2_215427/img_2_tiff_2026_03_23_21_54_27_039199_274826.tiff,True,False,False,114.06407196028474,40.63776196693974,90.27624085501496,16.96056900916103,0.008967917194003474,19.396583300735234,21,3.8052861317873226e-34,38.879127940163016,17.783252988010645,56.66238092817366,60.392097919248044,45,30,70,1,180,94,488,488,488,22,22,1,94,22,,,,,,,,,,1438152_20260612_005826,0,216,216,0,0,0,,,,,,41.109921992756426,200.979302986525,0.3565449733287096,29.733443981967866,170.67463602870703,,241.73268000595272,243.06909402366728,,,,,
Observation_23_March_2026/imgObs_129_Test_constellations_Exposure_500ms_img3_215249,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_129_Test_constellations_Exposure_500ms_img3_215249/img_3_tiff_2026_03_23_21_52_49_503029_328679.tiff,True,True,True,115.64573602596472,27.710424708858632,122.88515105996096,16.960209012655298,0.008835208193447625,38.44827192635475,24,1.1101057573626384e-42,39.50603003613651,4.970222013071179,44.47625204920769,51.911127055063844,50,30,70,1,32,30,552,552,552,1,1,1,30,1,,115.64827290161104,27.70213236262965,122.8820354362289,16.95956230591973,0.008858224015064744,22.937355902157105,24,3.877129276592492e-47,1438152_20260612_005826,1,216,0,0,0,0,6;3,590;535,1;1,0.992150068283081;0.9542754292488098,17.07347233473424,40.3164109447971,31.660760985687375,0.357475015334785,29.69752496574074,1.3907330576330423,0.0005299225449562073,71.61969691514969,72.95445201452821,,0.0025368756463137743,0.008292346228980563,0.0031156237320573155,0.00859113154857365
Observation_23_March_2026/imgObs_130_Test_constellations_Exposure_500ms_img3_215428,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_130_Test_constellations_Exposure_500ms_img3_215428/img_3_tiff_2026_03_23_21_54_28_135341_083295.tiff,True,False,False,114.0740030376389,40.6306249847245,90.2684121967775,16.95838200965138,0.008914509927162532,29.562217189776792,21,3.8052861317873226e-34,38.41754305176437,22.87210407666862,61.28964712843299,65.10209303814918,48,30,70,2,228,142,919,919,919,24,24,2,142,24,,,,,,,,,,1438152_20260612_005826,0,216,216,0,0,0,,,,,,40.19955196417868,200.55546797811985,0.3524449421092868,29.84033292159438,170.15882197301835,,240.40257500018924,241.72850896138698,,,,,
Observation_23_March_2026/imgObs_131_Test_constellations_Exposure_500ms_img4_215250,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_131_Test_constellations_Exposure_500ms_img4_215250/img_4_tiff_2026_03_23_21_52_50_599620_982450.tiff,True,True,True,115.65397034070914,27.71668854454669,122.83653568382287,16.95859713855516,0.008732554003280671,32.45201115949529,23,9.01983432580994e-40,38.9863169984892,4.994692048057914,43.981009046547115,47.6606460288167,46,30,70,1,32,30,552,552,552,1,1,1,30,1,,115.65631336613376,27.710480440489363,122.8318256249978,16.959062831531412,0.008712093078927582,22.40795316415652,23,3.1502461367009757e-44,1438152_20260612_005826,1,216,0,0,0,0,6;3,590;535,1;1,0.9918097853660583;0.9543178677558899,17.065747561254003,40.181013057008386,31.624353025108576,0.35476707853376865,29.67594494111836,1.385123934596777,0.0005400506779551506,71.45059900358319,72.8206040803343,,0.0023430254246221693,0.006208104057328967,0.004710058825068586,0.006545458989551795
Observation_23_March_2026/imgObs_132_Test_constellations_Exposure_500ms_img4_215429,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_132_Test_constellations_Exposure_500ms_img4_215429/img_4_tiff_2026_03_23_21_54_29_233131_604197.tiff,True,False,False,114.07161994265229,40.632160002141624,90.28004156718224,16.963211917384836,0.008046948262365078,29.893012547937776,22,6.296214782227928e-37,38.53256197180599,19.785879994742572,58.31844196654856,62.09744804073125,50,30,70,1,180,94,488,488,488,26,26,1,94,26,,,,,,,,,,1438152_20260612_005826,0,216,216,0,0,0,,,,,,40.317730978131294,199.97518497984856,0.3578460309654474,29.77728401310742,169.62583793792874,,239.9350699270144,241.2976239575073,,,,,
Observation_23_March_2026/imgObs_133_Test_constellations_Exposure_792ms_img1_212420,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_133_Test_constellations_Exposure_792ms_img1_212420/img_1_tiff_2026_03_23_21_24_20_161694_537109.tiff,True,True,True,117.55572200927882,33.24472901646214,309.3453791864782,16.944812429268012,0.009618865135053946,32.301367418772585,20,2.0028126749603278e-31,38.87729800771922,12.330886907875538,51.20818491559476,54.9512809375301,45,30,70,10,130,130,600,600,600,3,3,10,130,3,,117.56386447173524,33.24494029333107,309.33887326433205,16.946529103123172,0.009628155530292662,21.234240249477843,20,6.994976475095032e-36,1438152_20260612_005826,1,216,11,0,0,0,2;1,590;22,1;3,0.8593342900276184;0.07919619977474213,16.950713968111963,42.76930296327919,40.350271039642394,0.35213492810726166,29.76381406188011,10.0293830037117,0.0005499459803104401,82.76743907481432,84.09863198176026,,0.008142462456419253,0.0002112768689315203,0.00650592214617518,0.006813107709705093
Observation_23_March_2026/imgObs_134_Test_constellations_Exposure_792ms_img1_214210,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_134_Test_constellations_Exposure_792ms_img1_214210/img_1_tiff_2026_03_23_21_42_10_581391_400787.tiff,True,False,False,197.3076516242956,63.967386039740965,90.42431416003748,16.96393319534881,0.008163862188991247,28.578130241919744,23,9.01983432580994e-40,40.343131055124104,14.6819589426741,55.025089997798204,58.68599796667695,55,30,70,8,284,235,551,551,551,7,6,8,235,6,,,,,,,,,,1438152_20260612_005826,4,216,212,0,0,4,,,,,,41.18869104422629,201.9168030237779,0.35092595499008894,29.72512401174754,171.63489502854645,,242.7545681130141,244.0728119108826,,,,,
Observation_23_March_2026/imgObs_135_Test_constellations_Exposure_792ms_img1_214340,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_135_Test_constellations_Exposure_792ms_img1_214340/img_1_tiff_2026_03_23_21_43_40_755638_193087.tiff,True,True,True,136.07611326650408,37.81943115727231,141.1186815620093,16.97180889029817,0.006870754944396174,29.165665646230067,23,9.01983432580994e-40,38.63785101566464,2.7189779793843627,41.356828995049,45.17028504051268,51,30,70,1,4,2,79,79,79,2,2,1,2,2,,136.06725011623766,37.8213976521936,141.12166126526415,16.968386064629925,0.007438045994859535,15.04758776031246,24,3.877129276592492e-47,1438152_20260612_005826,1,216,0,0,0,0,4;6,887;1164,1;1,0.9483745098114014;0.9252037405967712,17.0115217266674,39.767388021573424,31.69077099300921,0.3578559262678027,29.740464058704674,1.3856040313839912,0.0005600741133093834,71.10030308831483,72.44996796362102,,0.008863150266421371,0.0019664949212909733,0.002979703254851529,0.007272253881860573
Observation_23_March_2026/imgObs_136_Test_constellations_Exposure_792ms_img2_212421,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_136_Test_constellations_Exposure_792ms_img2_212421/img_2_tiff_2026_03_23_21_24_21_798677_892377.tiff,True,True,True,117.56145979977926,33.24269631269305,309.349517663793,16.9483878914212,0.009213402464245868,35.1247529295167,21,3.8052861317873226e-34,38.24916505254805,12.32150592841208,50.57067098096013,54.389027995057404,41,30,70,10,130,130,600,600,600,3,3,10,130,3,,117.5708838553687,33.2446596144222,309.34156010198035,16.952097381037067,0.00916113385411207,20.040721216858856,21,1.329025290564678e-38,1438152_20260612_005826,1,216,11,0,0,0,2;1,590;22,1;3,0.8615016937255859;0.07876066118478775,16.95959964849169,39.32258300483227,40.2943619992584,0.3504559863358736,29.72407510969788,10.017193970270455,0.0005799811333417892,79.2664890177548,80.58386296033859,,0.009424055589448699,0.00196330172914827,0.007957561812645508,0.008122620709542559
Observation_23_March_2026/imgObs_137_Test_constellations_Exposure_792ms_img2_214212,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_137_Test_constellations_Exposure_792ms_img2_214212/img_2_tiff_2026_03_23_21_42_12_314695_157062.tiff,True,False,False,197.32248723973711,63.96505051105609,90.42697070283491,16.96431952629277,0.008459505198850893,27.21355309158781,23,9.01983432580994e-40,38.73679006937891,13.225827016867697,51.96261708624661,55.46525493264198,49,30,70,5,237,188,545,545,545,7,6,5,188,6,,,,,,,,,,1438152_20260612_005826,4,216,212,0,0,4,,,,,,40.54642899427563,199.98810498509556,0.35253597889095545,29.701155028305948,169.7280170628801,,240.18199800048023,241.5227210149169,,,,,
Observation_23_March_2026/imgObs_138_Test_constellations_Exposure_792ms_img2_214342,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_138_Test_constellations_Exposure_792ms_img2_214342/img_2_tiff_2026_03_23_21_43_42_488876_069114.tiff,True,True,True,136.0994029754737,37.81222634228683,141.11023871427324,16.9697761769961,0.00493543961971063,76.35380943705846,21,3.8052861317873226e-34,39.42450205795467,2.652239054441452,42.07674111239612,46.00770492106676,50,30,70,1,4,2,79,79,79,2,2,1,2,2,,136.07463974024392,37.822292103263884,141.1258046934153,16.965254201736695,0.007756076394066538,15.000562925459256,22,2.1990011764181757e-41,1438152_20260612_005826,1,216,0,0,0,0,7;4,2132;887,1;1,0.9860395193099976;0.9476256966590881,17.040068419658954,40.09429400321096,31.66642098221928,0.3478759899735451,29.740515048615634,1.3705440796911716,0.0005799811333417892,71.4128389954567,72.71717395633459,,0.024763235229784186,0.01006576097705647,0.015565979142053266,0.0220000012161324
Observation_23_March_2026/imgObs_139_Test_constellations_Exposure_792ms_img3_212423,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_139_Test_constellations_Exposure_792ms_img3_212423/img_3_tiff_2026_03_23_21_24_23_533544_625452.tiff,True,True,True,117.56479980445503,33.239356668780246,309.34474070610383,16.94406696975394,0.009054750459700306,46.19752982486298,22,6.296214782227928e-37,38.401572965085506,14.059046981856227,52.46061994694173,56.05191795621067,43,30,70,10,126,125,654,654,654,7,6,10,125,6,,117.57759514673745,33.24428322985696,309.3361323562707,16.950467609749648,0.009076557198531378,20.13814573577172,22,2.1990011764181757e-41,1438152_20260612_005826,1,216,11,0,0,0,2;1,590;22,1;3,0.881855845451355;0.07195554673671722,16.956559893028498,39.22084404621273,40.26730195619166,0.35149604082107544,29.68793408945203,10.025403928011656,0.0005599576979875565,79.13664996158332,80.47548495233059,,0.0127953422824163,0.004926561076715075,0.008608349833139073,0.011781111349684945
Observation_23_March_2026/imgObs_140_Test_constellations_Exposure_792ms_img3_214214,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_140_Test_constellations_Exposure_792ms_img3_214214/img_3_tiff_2026_03_23_21_42_14_048582_324455.tiff,False,False,True,,,,,,,,,39.10449508111924,462.8873480251059,501.99184310622513,505.956326960586,46,30,70,70,3740,3740,23868,23868,23868,502,502,,,,,,,,,,,,,1438152_20260612_005826,0,216,216,0,0,0,,,,,,39.63584895245731,199.64500807691365,0.34905492793768644,29.765274026431143,169.32642098981887,,238.93180210143328,240.25516700930893,,,,,
Observation_23_March_2026/imgObs_141_Test_constellations_Exposure_792ms_img3_214344,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_141_Test_constellations_Exposure_792ms_img3_214344/img_3_tiff_2026_03_23_21_43_44_223430_583440.tiff,True,True,True,136.09873085642977,37.81642372018525,141.11505304803921,16.95545559590506,0.008228704245060142,55.92266044502088,21,3.8052861317873226e-34,38.962506921961904,16.45723800174892,55.41974492371082,59.090791968628764,48,30,70,2,52,50,1010,1010,1010,18,18,2,50,18,,136.08070188393123,37.82217379618168,141.12549140407666,16.965963404881613,0.0075058192439942115,17.041839619015544,23,3.1502461367009757e-44,1438152_20260612_005826,1,216,0,0,0,0,1;5,407;887,1;1,0.8820062875747681;0.862060010433197,16.952804928615706,39.81271688826382,31.604812014847994,0.34968601539731026,29.711704002693295,1.3381240423768759,0.0005890615284442902,71.0678428877145,72.39675789605826,,0.018028972498541407,0.005750075996431292,0.010438356037440144,0.01535893238369934
Observation_23_March_2026/imgObs_142_Test_constellations_Exposure_792ms_img4_212425,/projects/F202603931CPCAA0/goncalo/tetra4/imgs_extras/imgs_teste/Observation_23_March_2026/imgObs_142_Test_constellations_Exposure_792ms_img4_212425/img_4_tiff_2026_03_23_21_24_25_267811_809896.tiff,True,True,True,117.56981173227804,33.236694552232855,309.3514315192795,16.942060778985866,0.009167180498543067,52.868006700584466,20,2.0028126749603278e-31,40.918714948929846,13.001298997551203,53.92001394648105,57.44603299535811,38,30,70,10,140,140,647,647,647,3,3,10,140,3,,117.58408832688104,33.24370395315674,309.338440977445,16.950923705891565,0.008959936585968277,20.073414292775087,20,6.994976475095032e-36,1438152_20260612_005826,1,216,11,0,0,0,2;1,590;22,1;3,0.8575096130371094;0.07966859638690948,16.939816268045064,39.74443697370589,40.19521200098097,0.3517159493640065,29.62921594735235,10.001993039622903,0.0005700858309864998,79.58793302532285,80.96806902904063,,0.0142765946030039,0.007009400923884357,0.012990541834540181,0.013845974003649555
